uid,ad_action,buy_action
46140900,did_not_click,
46140901,clicked,
46140903,clicked,
46141561,clicked,
46141563,clicked,
46141566,clicked,
46141568,clicked,
46141570,clicked,
46141571,did_not_click,
46141572,did_not_click,
46141577,did_not_click,
46141579,did_not_click,
46141580,did_not_click,
46141584,clicked,
46141484,did_not_click,
46141487,clicked,
46141489,clicked,
46141490,did_not_click,bought_car
46141491,did_not_click,
46141496,did_not_click,
46141500,did_not_click,
46141501,did_not_click,
46141502,clicked,
46141504,clicked,
46141507,did_not_click,
46141510,did_not_click,
46141512,did_not_click,
46141513,clicked,
46141514,clicked,
46141515,did_not_click,
46141516,clicked,
46141517,clicked,
46141521,did_not_click,
46141525,clicked,
46141526,clicked,
46141528,clicked,
46141530,clicked,
46141531,did_not_click,
46141533,clicked,
46141534,did_not_click,
46141535,clicked,
46141536,clicked,
46141537,clicked,
46141538,clicked,
46141539,did_not_click,
46141541,did_not_click,
46141544,clicked,
46141552,did_not_click,
46141554,did_not_click,
46141555,clicked,
46141557,did_not_click,
46141559,clicked,
46141560,did_not_click,
46142196,clicked,
46142197,did_not_click,
46142199,clicked,
46142204,did_not_click,
46142205,did_not_click,
46145931,clicked,
46145933,did_not_click,
46145935,did_not_click,
46145937,did_not_click,
46145938,did_not_click,
46145939,did_not_click,
46145940,did_not_click,
46145943,did_not_click,
46145944,did_not_click,
46145946,clicked,
46145948,did_not_click,
46145949,clicked,
46145950,clicked,
46145956,clicked,
46145957,clicked,
46145962,did_not_click,
46145963,did_not_click,
46145964,did_not_click,
46145965,did_not_click,
46145966,clicked,
46145969,did_not_click,
46145970,did_not_click,
46145971,did_not_click,
46145972,did_not_click,
46145977,clicked,
46145978,clicked,
46145979,did_not_click,
46145980,did_not_click,
46145983,clicked,
46145986,clicked,
46145988,clicked,
46145991,did_not_click,
46145992,did_not_click,
46145993,did_not_click,
46145995,did_not_click,
46146669,did_not_click,
46146671,did_not_click,
46146674,did_not_click,
46146675,did_not_click,
46146676,clicked,
46146678,clicked,
46146679,clicked,
46146680,did_not_click,
46146684,did_not_click,
46146685,did_not_click,
46146686,did_not_click,
46146687,did_not_click,bought_car
46146688,did_not_click,
486816552,did_not_click,
486816553,did_not_click,
486816555,did_not_click,
486816557,did_not_click,
486816558,did_not_click,
486816561,clicked,
486816562,did_not_click,
486816563,did_not_click,
486816564,did_not_click,
486816565,did_not_click,
486816566,did_not_click,
486816569,clicked,
486816570,clicked,
486816571,did_not_click,
486816572,did_not_click,
486816574,did_not_click,
486816582,did_not_click,
486816585,clicked,
486816587,clicked,
486816590,did_not_click,
486816592,did_not_click,
486816595,did_not_click,
486816596,did_not_click,
486816598,clicked,
486816601,did_not_click,
486816604,did_not_click,
486816605,did_not_click,
486816606,did_not_click,
486816607,clicked,
486816608,did_not_click,
486816609,clicked,
486816612,clicked,
486816613,did_not_click,
486817223,clicked,
486817226,clicked,
486817230,clicked,
486817231,did_not_click,
486817233,clicked,
486817236,clicked,
486817240,clicked,
486817241,did_not_click,
486817245,did_not_click,
486817248,did_not_click,
486817250,clicked,
486789259,did_not_click,
486789260,did_not_click,
486789261,did_not_click,
486789263,did_not_click,
486789265,clicked,
486789266,did_not_click,
486789268,did_not_click,
486789269,did_not_click,
486789275,clicked,
486789276,did_not_click,
486789277,did_not_click,
486789282,clicked,
486789283,did_not_click,
486789285,did_not_click,
486789287,clicked,
486789289,clicked,
486789290,did_not_click,
486789291,did_not_click,
486789292,did_not_click,
486789293,did_not_click,
486789296,did_not_click,
486789299,did_not_click,
486789300,did_not_click,
486789308,did_not_click,
486789312,did_not_click,
486789313,clicked,
486789314,did_not_click,
486789315,clicked,
486789319,clicked,
486789320,did_not_click,
486789323,did_not_click,
486789325,clicked,
486813225,did_not_click,
486813226,did_not_click,
486813228,clicked,
486813229,did_not_click,
486813230,clicked,
486813232,did_not_click,
486813233,did_not_click,
486813234,did_not_click,
486813235,did_not_click,
486813236,did_not_click,
486813237,clicked,
486813238,clicked,
486813239,did_not_click,
486813241,did_not_click,
486747576,did_not_click,
486747577,clicked,
486747578,clicked,
486747581,did_not_click,
486747582,clicked,
486747587,clicked,
486747590,clicked,
486747592,clicked,
486747593,did_not_click,
486747595,clicked,
486747596,did_not_click,
486747599,clicked,
486747600,did_not_click,
486747601,did_not_click,
486747602,clicked,
486747603,did_not_click,
486747604,did_not_click,
486747605,did_not_click,
486747606,did_not_click,
486747607,did_not_click,
486747608,did_not_click,
486747609,clicked,
486747613,did_not_click,
486747616,did_not_click,
486747617,clicked,
486747618,clicked,
486747625,did_not_click,
486747626,clicked,
486747628,did_not_click,
486747630,did_not_click,
486747632,did_not_click,
486747633,did_not_click,
486747634,clicked,
486747635,did_not_click,
486747636,did_not_click,
486747638,did_not_click,
486750608,clicked,
486750609,did_not_click,
486750611,did_not_click,
486750619,did_not_click,
486750621,clicked,
486750622,did_not_click,
486750626,did_not_click,
486750630,clicked,
486750633,did_not_click,
486750634,clicked,
486750635,clicked,
486750640,did_not_click,
486778860,clicked,
486778863,clicked,
486778864,did_not_click,
486778865,clicked,
486778867,did_not_click,
486778870,did_not_click,
486778872,clicked,
486778881,did_not_click,
486778884,did_not_click,
486778885,did_not_click,
486778886,clicked,
486778887,clicked,
486778889,clicked,
486778890,clicked,
486778894,did_not_click,
486778895,clicked,
486778896,did_not_click,
486778898,did_not_click,
486778899,did_not_click,
486778900,did_not_click,
486778902,did_not_click,
486778905,clicked,
486778906,clicked,
486778907,clicked,
486778908,clicked,
486778911,clicked,
486778912,did_not_click,
486778914,did_not_click,
486778917,did_not_click,
486778919,clicked,
486778921,clicked,
486778922,did_not_click,
486778927,clicked,
486778929,clicked,
486778930,did_not_click,
486789033,did_not_click,
486789037,did_not_click,
486789038,did_not_click,
486789041,did_not_click,
486789043,clicked,
486789045,clicked,
486789047,did_not_click,
486789049,did_not_click,
486789052,did_not_click,
486789055,did_not_click,
486789056,clicked,
486789057,clicked,
486789060,clicked,
486751234,did_not_click,
486751239,clicked,
486753221,clicked,
486753261,clicked,
486756153,did_not_click,
486756347,did_not_click,
486756412,clicked,
486756497,clicked,
486757712,clicked,
486757953,did_not_click,
486758001,clicked,
486758563,did_not_click,
486758973,did_not_click,
486759684,did_not_click,
486763276,did_not_click,
486763552,did_not_click,
486764561,clicked,
486765135,clicked,
486765709,did_not_click,
486767316,clicked,
486768015,clicked,
486769689,did_not_click,
486769692,did_not_click,
486769698,clicked,
486769701,did_not_click,
486769703,did_not_click,
486769705,clicked,
486769706,clicked,
486769708,clicked,
486769709,clicked,
486769710,clicked,
486769711,clicked,
486769712,did_not_click,
486769713,did_not_click,
486769714,clicked,
486769715,clicked,
486769716,clicked,
486770521,clicked,
486770523,clicked,
486770527,did_not_click,
486770529,clicked,
486770538,did_not_click,
486770540,did_not_click,
486770548,clicked,
486770552,clicked,
486770553,did_not_click,
486770555,clicked,
486788838,did_not_click,
486788840,did_not_click,
486788842,did_not_click,
486788843,clicked,
486788844,did_not_click,
486788845,clicked,
486788848,clicked,
486788849,clicked,
486788850,clicked,
486788852,clicked,
486788853,did_not_click,
486788854,did_not_click,
486788857,clicked,
486788861,clicked,
486788862,clicked,
486788870,clicked,
486788874,did_not_click,
486788875,did_not_click,
486788878,did_not_click,
486788881,did_not_click,
486788884,did_not_click,
486788887,clicked,
486788888,did_not_click,
486788889,clicked,
486788892,did_not_click,
486788895,did_not_click,
486788896,did_not_click,
486788897,clicked,
486788898,did_not_click,
486788899,clicked,
486788900,did_not_click,
486788907,clicked,
486788910,clicked,
486788917,clicked,
486788920,clicked,
486788922,did_not_click,
486788923,did_not_click,
486788925,clicked,
486789613,did_not_click,
486789614,did_not_click,
486789616,did_not_click,
486789617,did_not_click,
486789621,did_not_click,
486772574,clicked,
486772580,clicked,
486772581,did_not_click,
486772585,clicked,
486772587,clicked,
486772588,did_not_click,
486772590,did_not_click,
486772591,clicked,
486772592,did_not_click,
486772593,did_not_click,
486772595,did_not_click,
486772596,clicked,
486772599,did_not_click,
486772600,clicked,
486772602,did_not_click,
486772603,did_not_click,
486772607,did_not_click,
486772609,did_not_click,
486772612,clicked,
486772615,did_not_click,
486772616,clicked,
486772617,did_not_click,
486772619,did_not_click,
486772621,did_not_click,
486772624,did_not_click,
486772625,clicked,
486772626,clicked,
486772627,clicked,
486772628,clicked,
486772631,clicked,
486772632,did_not_click,
486788715,clicked,
486788716,did_not_click,
486788719,did_not_click,
486788725,did_not_click,
486788732,did_not_click,
486788734,clicked,
486788738,did_not_click,
486788743,did_not_click,
486788744,clicked,
1195379417,did_not_click,
1195379419,did_not_click,
1195379421,did_not_click,
1195379423,did_not_click,
1195379424,clicked,
1195379425,did_not_click,
1195379426,clicked,
1195379427,clicked,
1195379430,did_not_click,
1195379434,did_not_click,
1195379437,did_not_click,
1195379438,did_not_click,
1195379439,did_not_click,
1195379440,did_not_click,
1195379446,did_not_click,
1195379447,did_not_click,
1195379448,did_not_click,
1195379451,clicked,
1195379452,clicked,
1195379453,did_not_click,
1195379456,did_not_click,
1195379458,did_not_click,
1195379460,clicked,
1195379464,did_not_click,
1195379466,did_not_click,
1195379467,did_not_click,
1195379468,did_not_click,
1195379471,did_not_click,
1195379472,did_not_click,
1195379473,clicked,
1195379474,did_not_click,
1195379475,did_not_click,
1195379476,did_not_click,
1195379477,clicked,
1195379479,did_not_click,
1195380062,did_not_click,
1195380064,did_not_click,
1195380067,clicked,
1195380069,clicked,
1195380070,did_not_click,
1195380071,did_not_click,
1195380074,clicked,
1195380075,clicked,
1195380076,did_not_click,
1195380077,did_not_click,
1195380079,clicked,
1195380081,did_not_click,
42526316,did_not_click,
42526317,did_not_click,
42526319,did_not_click,
42526320,clicked,
42526322,did_not_click,
42526323,did_not_click,
42526324,did_not_click,
42526325,did_not_click,
42526326,did_not_click,
42526327,did_not_click,
42526328,did_not_click,
42526329,did_not_click,
42526332,did_not_click,
42526333,did_not_click,
42526335,did_not_click,
42526337,did_not_click,
42526338,did_not_click,
42526340,did_not_click,
42526341,did_not_click,
42526342,clicked,
42526343,did_not_click,
42526344,clicked,
42526345,clicked,
42526346,did_not_click,
42526348,did_not_click,bought_car
42526349,clicked,
42526351,did_not_click,
42526352,did_not_click,
42526353,did_not_click,
42526356,clicked,
42526357,clicked,
42526360,clicked,
42526361,did_not_click,
42526362,did_not_click,
42526363,did_not_click,
42526367,did_not_click,
42526368,did_not_click,
42526370,did_not_click,
42526371,did_not_click,
42526372,clicked,
42526374,did_not_click,
42526952,did_not_click,
42526958,did_not_click,
42526959,clicked,
42526960,did_not_click,
42526961,did_not_click,
42526962,did_not_click,
42526963,did_not_click,
42526964,did_not_click,
42526966,did_not_click,
42526967,did_not_click,
42526968,did_not_click,
42526969,clicked,
42525617,did_not_click,
42525619,clicked,
42525620,clicked,
42525621,did_not_click,
42525624,did_not_click,
42525625,did_not_click,
42525629,clicked,
42525631,did_not_click,
42525633,did_not_click,
42525635,did_not_click,
42525636,did_not_click,
42525637,did_not_click,
42525638,did_not_click,
42525639,did_not_click,
42525641,did_not_click,
42525642,clicked,
42525646,did_not_click,
42525647,clicked,
42525648,clicked,
42525649,did_not_click,
42525650,clicked,
42525651,did_not_click,
42525652,did_not_click,
42525654,clicked,
42525655,did_not_click,
42525657,did_not_click,
42525658,clicked,
42525659,did_not_click,
42525660,did_not_click,
42525663,did_not_click,
42525664,clicked,
42525665,clicked,
42525668,did_not_click,
42525669,clicked,
42525670,did_not_click,
42525671,did_not_click,
42525674,did_not_click,
42525676,did_not_click,
42519851,did_not_click,
42519852,did_not_click,
42519853,did_not_click,
42519854,clicked,
42519855,clicked,
42519857,did_not_click,
42519859,clicked,
42520557,clicked,
42520558,did_not_click,
42520561,clicked,
42520562,clicked,
42520563,clicked,
42520564,clicked,
42524887,did_not_click,
42524888,clicked,
42524889,clicked,
42524891,did_not_click,
42524892,did_not_click,
42524894,clicked,
42524895,clicked,
42524896,clicked,
42524897,did_not_click,
42524898,did_not_click,bought_car
42524902,did_not_click,
42524903,did_not_click,
42524904,clicked,
42524905,did_not_click,
42524906,clicked,
42524907,did_not_click,
42524911,clicked,
42524912,did_not_click,
42524914,clicked,
42524915,did_not_click,
42524916,did_not_click,
42524917,did_not_click,
42524919,did_not_click,
42524921,clicked,
42524922,did_not_click,
42524923,did_not_click,
42524925,did_not_click,
42524926,did_not_click,bought_car
42524927,did_not_click,
42524928,did_not_click,
42524930,did_not_click,
42524931,clicked,
42524932,clicked,
42524933,clicked,
42524934,did_not_click,
42524936,did_not_click,
42524937,did_not_click,
42524938,did_not_click,
42524939,did_not_click,
42521093,clicked,
42521096,did_not_click,
42521097,did_not_click,
42521100,did_not_click,
42521101,clicked,
42521102,did_not_click,
42521104,did_not_click,
42521105,did_not_click,
42521106,did_not_click,
42521109,did_not_click,
42521110,clicked,
42521111,did_not_click,
42525450,did_not_click,
42525452,clicked,
42525458,did_not_click,
42525459,clicked,
42525460,did_not_click,
42525461,did_not_click,
42525462,did_not_click,
42525466,did_not_click,
42525467,did_not_click,
42525471,did_not_click,
42525472,did_not_click,
42525473,clicked,
42525476,did_not_click,
42525477,clicked,
42525478,did_not_click,
42525479,clicked,
42525481,clicked,
42525482,did_not_click,
42525483,clicked,
42525484,clicked,
42525485,did_not_click,bought_car
42525486,did_not_click,
42525487,clicked,
42525489,did_not_click,
42525490,clicked,
42525491,did_not_click,
42525493,clicked,
42525494,did_not_click,
42525497,did_not_click,
42525499,did_not_click,
42525500,did_not_click,
42525501,did_not_click,
42525502,clicked,
42525503,clicked,
42525504,did_not_click,
42525505,clicked,
42526632,clicked,
42526633,clicked,
42526634,clicked,
42526637,did_not_click,
42526638,did_not_click,
42526639,clicked,
42526640,did_not_click,
42526641,did_not_click,
42526644,did_not_click,
42526645,did_not_click,
42526647,did_not_click,
42526648,did_not_click,
42526650,clicked,
42530974,did_not_click,
42530976,clicked,
42530977,did_not_click,
42530979,did_not_click,
42530981,did_not_click,
42530982,did_not_click,
42530983,did_not_click,
42530984,did_not_click,bought_car
42530985,did_not_click,
42530986,did_not_click,
42530987,clicked,
42530989,did_not_click,
42530993,did_not_click,
42530995,clicked,
42530999,did_not_click,
42531000,did_not_click,
42531001,did_not_click,
42531002,clicked,
42531003,did_not_click,
42531005,did_not_click,
42531006,did_not_click,
42531007,clicked,
42531008,clicked,
42531010,did_not_click,
42531012,clicked,
42531013,did_not_click,
42531016,clicked,
42531017,did_not_click,
42531018,clicked,
42531019,did_not_click,bought_car
42531022,did_not_click,
42531023,did_not_click,
42531024,clicked,
42531025,did_not_click,
42531027,did_not_click,
42531030,did_not_click,
42531031,did_not_click,
42531032,did_not_click,
42526547,clicked,
42526548,did_not_click,
42526549,clicked,
42526550,did_not_click,
42526551,clicked,
42526552,did_not_click,
42526554,clicked,
42526556,clicked,
42526557,did_not_click,
42526559,did_not_click,
42526561,did_not_click,
42526562,did_not_click,
42526563,did_not_click,
42530903,clicked,
42530904,did_not_click,
42530906,did_not_click,
42530907,did_not_click,
42530908,did_not_click,
42530909,clicked,
42530910,did_not_click,
42530911,clicked,
42530912,clicked,
42530913,clicked,
42530914,did_not_click,
42530915,did_not_click,
42530916,did_not_click,
42530917,clicked,
42530919,did_not_click,
42530921,did_not_click,
42530922,clicked,
42530923,did_not_click,
42530926,did_not_click,
42530927,did_not_click,bought_car
42530928,did_not_click,
42530929,clicked,
42530930,did_not_click,
42530933,did_not_click,
42530934,did_not_click,
42530935,clicked,
42530936,clicked,
42530937,did_not_click,bought_car
42530938,did_not_click,
42530940,clicked,
42530941,clicked,
42530942,did_not_click,
42530943,did_not_click,
42530944,clicked,
42530945,did_not_click,
42530947,clicked,
42530948,did_not_click,
42530949,did_not_click,
42530951,did_not_click,
42530952,clicked,
42530953,did_not_click,
42530954,clicked,
42525844,did_not_click,
42525845,did_not_click,
42525846,clicked,
42525847,did_not_click,
42525848,did_not_click,
42525849,did_not_click,
42525851,did_not_click,bought_car
42525853,clicked,
42525858,did_not_click,
42525859,did_not_click,
42525860,clicked,
42525861,did_not_click,
42525862,did_not_click,
42530258,clicked,
42530259,did_not_click,
42530260,did_not_click,
42530262,did_not_click,
42530263,clicked,
42530265,did_not_click,
42530266,did_not_click,
42530267,clicked,
42530268,did_not_click,
42530269,did_not_click,
42530270,clicked,
42530272,did_not_click,
42530274,did_not_click,
42530275,clicked,
42530276,did_not_click,
42530278,did_not_click,
42530279,did_not_click,
42530280,did_not_click,
42530281,clicked,
42530285,did_not_click,
42530286,clicked,
42530287,did_not_click,
42530288,clicked,
42530289,did_not_click,
42530291,did_not_click,
42530292,clicked,
42530294,did_not_click,
42530295,did_not_click,
42530296,did_not_click,bought_car
42530298,did_not_click,
42530301,clicked,
42530302,did_not_click,
42530303,did_not_click,
42530304,did_not_click,
42530305,clicked,
42530306,did_not_click,
42530307,did_not_click,
42530309,did_not_click,
42530310,did_not_click,
42525765,did_not_click,
42525766,clicked,
42525767,did_not_click,
42525768,clicked,
42525769,did_not_click,
42525770,did_not_click,
42525771,did_not_click,bought_car
42525775,did_not_click,
42525776,did_not_click,
42525778,did_not_click,
42525779,did_not_click,
42525780,clicked,
42525781,did_not_click,
42525782,clicked,
42530171,did_not_click,
42530172,did_not_click,
42530173,did_not_click,
42530175,did_not_click,
42530178,did_not_click,
42530179,did_not_click,
42530181,did_not_click,
42530182,did_not_click,
42530183,did_not_click,
42530184,clicked,
42530185,clicked,
42530186,did_not_click,
42530189,did_not_click,
42530190,did_not_click,
42530192,did_not_click,
42530195,clicked,
42530196,clicked,
42530197,did_not_click,
42530198,did_not_click,
42530199,did_not_click,
42530202,did_not_click,
42530203,did_not_click,
42530206,clicked,
42530208,did_not_click,
42530210,did_not_click,
42530211,clicked,
42530212,clicked,
42530214,did_not_click,
42530215,did_not_click,
42530218,did_not_click,
42530225,did_not_click,
42530227,did_not_click,
42530228,did_not_click,
42530229,did_not_click,
42530230,did_not_click,
42530231,did_not_click,
42530235,did_not_click,
42527611,did_not_click,
42527612,clicked,
42527613,did_not_click,
42527614,clicked,
42527616,did_not_click,
42527619,did_not_click,
42527620,did_not_click,
42527621,did_not_click,
42527622,did_not_click,
42527624,clicked,
42527625,did_not_click,
42527626,clicked,
42527627,did_not_click,
42527629,did_not_click,
46509724,clicked,
46509725,did_not_click,
46509726,did_not_click,
46509729,did_not_click,
46509730,did_not_click,
46513911,did_not_click,
46513912,did_not_click,
46513913,did_not_click,
46513914,clicked,
46513915,clicked,
46513916,clicked,
46513919,did_not_click,
46513921,did_not_click,
46513922,did_not_click,
46513923,did_not_click,
46513924,clicked,
46513926,did_not_click,
46513927,did_not_click,
46513931,did_not_click,
46513932,did_not_click,
46513933,did_not_click,
46513935,clicked,
46513938,clicked,
46513940,did_not_click,
46513942,clicked,
46513943,did_not_click,
46513945,did_not_click,
46513946,clicked,
46513947,did_not_click,
46513950,clicked,
46513951,did_not_click,
46513955,did_not_click,
46513958,did_not_click,
46513959,did_not_click,
46513960,did_not_click,
46513961,did_not_click,
46513962,did_not_click,
46513963,clicked,
46513964,did_not_click,
46513965,did_not_click,
46513966,clicked,
46513967,clicked,
46513969,did_not_click,
46513970,clicked,
46513971,clicked,
46513972,clicked,
46520308,did_not_click,
46520317,clicked,
46520318,clicked,
46520320,clicked,
46520323,did_not_click,
46520325,did_not_click,
46520326,clicked,
46520330,clicked,
46625402,did_not_click,
46625404,clicked,
46625405,did_not_click,
46625407,did_not_click,
46625408,did_not_click,
46625409,did_not_click,
46625413,did_not_click,
46625414,did_not_click,
46625416,did_not_click,
46625417,did_not_click,
46625419,did_not_click,bought_car
46625421,did_not_click,
46625422,did_not_click,
46625423,did_not_click,
46625424,did_not_click,
46625425,did_not_click,
46625426,did_not_click,
46625427,clicked,
46625430,did_not_click,
46625431,did_not_click,
46625432,did_not_click,
46625433,did_not_click,
46625434,clicked,
46625436,did_not_click,
46625437,did_not_click,
46625439,did_not_click,
46625440,did_not_click,
46625441,did_not_click,
46625443,clicked,
46625444,did_not_click,
46625445,did_not_click,
46625446,clicked,
46625448,did_not_click,
46625450,did_not_click,
46625451,did_not_click,
46625452,did_not_click,
46625454,did_not_click,
46625455,clicked,
46625456,did_not_click,
46517189,did_not_click,
46517190,clicked,
46517191,did_not_click,
46517197,did_not_click,
46517198,clicked,
46517199,did_not_click,
46517203,clicked,
46517206,did_not_click,
46517209,did_not_click,
46517210,did_not_click,
46517211,did_not_click,
46517212,did_not_click,
46517213,did_not_click,
46524003,did_not_click,
46524005,did_not_click,
46524009,did_not_click,
46524017,clicked,
46524019,did_not_click,
46524026,did_not_click,
46524032,did_not_click,
46524039,did_not_click,
46524040,did_not_click,
46524045,did_not_click,
46524051,did_not_click,
46524052,clicked,
46524060,did_not_click,
46524068,did_not_click,
46524072,did_not_click,
46524076,did_not_click,
46524085,did_not_click,
46524086,clicked,
46524092,clicked,
46524096,did_not_click,
46524099,did_not_click,
46524107,did_not_click,
46524111,did_not_click,
46524112,did_not_click,
46524126,clicked,
46524136,clicked,
46524142,did_not_click,
46524148,did_not_click,
46524149,clicked,
46524150,clicked,
46524153,clicked,
46524155,did_not_click,
46524156,clicked,
46524168,did_not_click,
46524171,did_not_click,
46524172,did_not_click,
46524173,clicked,
46524174,did_not_click,
46518471,did_not_click,
46518473,did_not_click,
46518474,did_not_click,
46518477,did_not_click,
46518480,did_not_click,
46518484,did_not_click,
46518491,clicked,
46518497,did_not_click,
46518498,clicked,
46518499,did_not_click,
46518500,did_not_click,
46518503,did_not_click,
46518504,did_not_click,
46518505,did_not_click,
46524694,clicked,
46524700,clicked,
46524703,did_not_click,
46524710,clicked,
46524712,did_not_click,
46524714,clicked,
46524715,did_not_click,
46524716,did_not_click,
46524718,clicked,
46524720,did_not_click,
46524725,clicked,
46524741,clicked,
46524743,did_not_click,
46524751,did_not_click,
46524760,did_not_click,
46524764,clicked,
46524766,did_not_click,
46524774,did_not_click,
46524775,did_not_click,
46524776,did_not_click,
46524778,did_not_click,
46524779,did_not_click,
46524780,clicked,
46524785,clicked,
46524787,clicked,
46524796,did_not_click,
46524804,did_not_click,
46524808,clicked,
46524810,did_not_click,
46524812,did_not_click,
46524819,did_not_click,
46524823,clicked,
46524824,did_not_click,
46524825,did_not_click,
46524834,clicked,
46524836,did_not_click,
46524850,clicked,
46513595,clicked,
46513596,clicked,
46513598,did_not_click,
46513599,did_not_click,
46513600,did_not_click,
46513601,clicked,
46513603,did_not_click,
46513604,did_not_click,
46513605,clicked,
46513606,did_not_click,
46513608,did_not_click,
46513610,did_not_click,
46513613,did_not_click,
46513614,did_not_click,
