uid,ad_action,buy_action
50099318,did_not_click,
50099318,did_not_click,
2731590145,did_not_click,
6174394385,did_not_click,
47718113,clicked,
50089589,did_not_click,
2260201568,did_not_click,
46215644,clicked,
1574318778,clicked,
6203178390,did_not_click,
1571731719,did_not_click,
46029576,did_not_click,
46029576,clicked,
46029576,did_not_click,
50143586,clicked,
50143586,clicked,
45951500,clicked,
46037565,clicked,bought_car
46037565,did_not_click,
46037565,did_not_click,
46037565,did_not_click,
42682216,did_not_click,
42995116,did_not_click,
50134792,clicked,
46640727,did_not_click,
2731661848,did_not_click,
45873441,clicked,
45866287,clicked,
43130164,clicked,
1875466478,clicked,
1168213362,clicked,
2731552295,did_not_click,
50137309,clicked,
46068358,did_not_click,
45940750,did_not_click,
2260568658,clicked,
49873053,did_not_click,
45806682,did_not_click,
50171806,clicked,
46638399,clicked,
3929613712,clicked,
3929613712,clicked,
3017205982,clicked,
3017205982,clicked,
46185704,did_not_click,
3017064961,clicked,
46242173,clicked,
46242173,clicked,
46032187,did_not_click,
46032187,clicked,
46032187,clicked,
3929531401,did_not_click,
1569835687,did_not_click,
45938684,did_not_click,
48527403,did_not_click,
1571744553,clicked,
42667990,clicked,
45988290,did_not_click,
45988290,clicked,
46267480,did_not_click,
2259738671,clicked,
46223049,clicked,
2260764639,did_not_click,
2260764639,did_not_click,
2260764639,did_not_click,
2260764639,did_not_click,
6179666046,clicked,
46027369,did_not_click,
45886273,clicked,
2259199962,clicked,
2259849437,did_not_click,bought_car
6174389759,clicked,
50156429,did_not_click,
45838013,clicked,
46039455,clicked,
5163956,clicked,
46028283,did_not_click,
5323305763,clicked,
1571913391,clicked,
1571811611,clicked,
1571811611,did_not_click,
46035512,did_not_click,
46035512,clicked,
46035512,clicked,
46035512,clicked,
46037697,did_not_click,
1572884257,did_not_click,
2261138255,did_not_click,
2261138255,did_not_click,
50159299,clicked,
46220036,did_not_click,
3539047277,clicked,
2261172385,did_not_click,
50163334,clicked,bought_car
50163334,did_not_click,
3397581794,clicked,
45784514,did_not_click,
45887544,clicked,
6203274524,did_not_click,
42491491,clicked,
42631463,clicked,
45863770,clicked,
50152815,clicked,
47630369,clicked,
1574521850,did_not_click,bought_car
46034526,did_not_click,
46034526,did_not_click,
46034526,did_not_click,
6169824330,did_not_click,
6172330933,clicked,
48234277,clicked,
5070224601,clicked,
1569865231,did_not_click,
42716307,clicked,
50192496,clicked,
50192496,clicked,
46223992,did_not_click,bought_car
45894432,clicked,
50123103,clicked,bought_car
6179688690,did_not_click,bought_car
42599100,clicked,
2260541983,clicked,
47678844,did_not_click,
46031828,did_not_click,
3017007319,clicked,
3078744043,clicked,
46022083,clicked,
46022083,did_not_click,
46022083,did_not_click,
46022083,did_not_click,
46029690,clicked,
45911764,did_not_click,
45885526,did_not_click,
46146798,clicked,
46262564,did_not_click,
50149150,clicked,
42722879,did_not_click,
234478626,did_not_click,
50141542,clicked,
4043930444,clicked,
2260407176,did_not_click,
46045823,clicked,
46045823,clicked,
6185807447,clicked,
5070262493,did_not_click,
3396570771,clicked,
6185361521,clicked,
42927781,clicked,
42687573,did_not_click,
46233803,did_not_click,
46233803,clicked,
46233803,clicked,
42934318,clicked,
46057585,clicked,bought_car
46082804,did_not_click,
42692084,clicked,
46108224,clicked,
1195557064,clicked,
45848225,did_not_click,
3017221725,clicked,
45909857,did_not_click,
1574531997,did_not_click,bought_car
1574531997,did_not_click,bought_car
2731530488,did_not_click,
6203054071,did_not_click,
48538130,did_not_click,
48544763,did_not_click,
1379912915,did_not_click,
45984096,clicked,
50117409,clicked,
48392951,clicked,
46212191,did_not_click,
46030628,did_not_click,bought_car
46030628,did_not_click,bought_car
46030628,did_not_click,
46030628,did_not_click,
46030628,clicked,bought_car
46030628,did_not_click,bought_car
46030628,clicked,
46030628,did_not_click,
46030628,clicked,
6202900467,did_not_click,
45932268,did_not_click,
45932268,clicked,
2260511060,did_not_click,
46154638,did_not_click,
2260102656,clicked,
50201374,clicked,
46271178,clicked,
1574785409,did_not_click,
6203348909,did_not_click,
1571832573,did_not_click,
46119901,clicked,
47730241,did_not_click,
4669880275,clicked,
1195493438,clicked,
45903529,clicked,
6179693609,clicked,
2731562778,did_not_click,
46261153,clicked,
46261153,clicked,
46068892,clicked,
2260663836,clicked,
3396941401,did_not_click,
4042436916,clicked,
45872361,clicked,
50097151,clicked,
2259050659,did_not_click,
46071868,did_not_click,
46257544,clicked,
2259031962,did_not_click,
46252473,clicked,
50109104,clicked,
486742040,did_not_click,
45866141,did_not_click,
46142836,did_not_click,
2259720649,clicked,
46049233,did_not_click,
45874342,did_not_click,
46053106,clicked,
1571786386,did_not_click,
1571757646,clicked,
50123469,did_not_click,
46200236,did_not_click,
46200236,did_not_click,
46200236,did_not_click,
46200236,clicked,
46200236,did_not_click,
46200236,clicked,
46200236,clicked,bought_car
46200236,did_not_click,
46200236,did_not_click,bought_car
46200236,did_not_click,
46200236,clicked,
46200236,did_not_click,
46200236,did_not_click,
46200236,clicked,
46219230,clicked,
50186224,clicked,
3079832463,clicked,
46178574,clicked,
45883808,did_not_click,
21926715,clicked,
46203486,clicked,
1571978299,did_not_click,
46227921,clicked,
2261162716,clicked,
46023750,did_not_click,
46023750,clicked,
1569738711,did_not_click,
2259813724,did_not_click,
1875290534,did_not_click,
1875290534,clicked,
184082640,clicked,
46218785,clicked,
3017222779,did_not_click,
46056643,did_not_click,
45916058,did_not_click,
45830858,did_not_click,
45964647,did_not_click,
45834843,did_not_click,
1571729579,clicked,
6202499744,did_not_click,
2261294311,did_not_click,
1875351383,clicked,
1570072317,clicked,
2887635772,clicked,
46201049,did_not_click,
46051521,did_not_click,
3017176657,clicked,
6185489345,did_not_click,
486735716,did_not_click,
50141028,clicked,
46250409,clicked,
49829648,did_not_click,
1875299035,did_not_click,
50119270,clicked,bought_car
50106320,clicked,
50106320,did_not_click,
50106320,did_not_click,
50106320,did_not_click,
50106320,clicked,
1195651226,did_not_click,
3079948975,clicked,
50152335,clicked,
46038786,did_not_click,
46038786,clicked,
46038786,clicked,
46038786,did_not_click,
46058467,did_not_click,
2731549152,did_not_click,
45860770,clicked,
46032568,did_not_click,
46032568,clicked,
43002946,did_not_click,
6206293371,clicked,
6204558403,did_not_click,
6204558403,clicked,
1195572222,did_not_click,
46021880,clicked,
45955678,did_not_click,
45919033,clicked,
45919033,clicked,
45919033,clicked,
42543926,did_not_click,
3080303410,clicked,
3535496960,clicked,
2259015015,clicked,
486742408,did_not_click,
486742408,clicked,bought_car
486742408,clicked,
50146953,did_not_click,
2886666943,did_not_click,
50146048,did_not_click,
2261058387,did_not_click,
42487651,clicked,
46214369,clicked,
46236752,clicked,
46236752,did_not_click,
2261106333,did_not_click,
48532102,did_not_click,
48512005,did_not_click,
46269816,did_not_click,
46269816,clicked,
46269816,did_not_click,
46269816,clicked,
46269816,clicked,
1875066460,clicked,
2883738441,did_not_click,
48529651,clicked,
45894572,clicked,
45894572,clicked,
45894572,did_not_click,
45894572,clicked,
46069376,clicked,
46225663,clicked,
43137815,clicked,
42590814,did_not_click,
1875031514,did_not_click,
46252347,did_not_click,
45963757,clicked,
2731586343,clicked,
1195381308,clicked,
2260180696,clicked,
3017062038,clicked,
3017208554,clicked,
50094204,did_not_click,
46174131,clicked,
42527821,did_not_click,
1379845253,did_not_click,
46031760,did_not_click,
50197219,did_not_click,
42931603,did_not_click,
3080479421,clicked,
46232688,did_not_click,
46232688,clicked,
4042737659,clicked,
6173536280,did_not_click,
1875031560,did_not_click,
1875031560,clicked,
2888599374,clicked,
45863861,clicked,
47637837,did_not_click,
46049967,clicked,
5070265592,did_not_click,
5070265592,clicked,
2566584566,clicked,
46173691,did_not_click,
1571868953,clicked,
3929543685,clicked,
2260701507,did_not_click,
46276296,clicked,
46075965,did_not_click,
45796768,clicked,
42693861,did_not_click,
108369038,clicked,
46039469,did_not_click,
50185617,clicked,
6174708477,clicked,
2259760390,did_not_click,
43086088,clicked,
3397064848,clicked,
49871957,clicked,
6174381020,clicked,
2259189116,did_not_click,
46179991,clicked,
1570391575,clicked,
46177465,did_not_click,
2731649556,did_not_click,
1571776809,clicked,
50119214,clicked,
1874937637,did_not_click,
1874937637,clicked,
6173552909,clicked,
1570343166,clicked,
4669766619,did_not_click,bought_car
4669766619,did_not_click,
2731591205,clicked,
45840003,did_not_click,
4043136744,did_not_click,
4043136744,did_not_click,
46068104,clicked,
46076911,did_not_click,bought_car
46035873,clicked,
50142218,clicked,
45962292,clicked,
114198871,did_not_click,
50093369,did_not_click,
1573186599,did_not_click,
47726967,clicked,
46167558,clicked,
49860664,did_not_click,
1875440401,clicked,
48509452,clicked,
46044154,did_not_click,
2884507298,clicked,
45851420,clicked,
6206313887,clicked,
45794404,did_not_click,
1571865566,did_not_click,
6175999501,did_not_click,
1574521539,clicked,
1574521539,did_not_click,
43083941,clicked,
46252472,clicked,
1874917355,did_not_click,
42986195,did_not_click,
1875349048,clicked,
1875349048,clicked,bought_car
1875349048,did_not_click,
46266518,clicked,
46266518,did_not_click,
43092728,clicked,
1570053592,clicked,
44738511,clicked,
6203275880,clicked,
2572822796,clicked,
2259676463,clicked,
6185209504,clicked,
6185209504,did_not_click,
46038134,did_not_click,
42552761,did_not_click,
6206301162,did_not_click,
45867806,clicked,
2260150222,did_not_click,
46513473,did_not_click,
49924638,did_not_click,
46179850,clicked,
1571755616,did_not_click,
50092452,clicked,
50088820,clicked,
45823368,did_not_click,
46225746,clicked,
3017223430,did_not_click,
6203257057,did_not_click,
6203257057,did_not_click,
43063271,did_not_click,
47716041,did_not_click,
47716041,clicked,
48551756,clicked,
45878250,clicked,
42464526,did_not_click,
1875306541,clicked,
45976336,clicked,
50170477,clicked,
50180104,clicked,
1569964738,clicked,
3017071692,did_not_click,
1572028572,did_not_click,
46658506,did_not_click,
1875461688,clicked,
1875461688,did_not_click,
46015190,did_not_click,
48527446,did_not_click,
6173533698,did_not_click,
42564437,clicked,
45869524,clicked,
45840710,did_not_click,
45840710,did_not_click,
1379883398,clicked,
1379883398,clicked,
1379883398,did_not_click,
1379883398,clicked,
1379883398,did_not_click,
1379883398,did_not_click,
1379883398,clicked,
1379883398,clicked,bought_car
5070291771,did_not_click,
1379843130,clicked,
45941614,did_not_click,
45862198,did_not_click,
1573468432,did_not_click,
46265202,did_not_click,
2883883878,did_not_click,
3017223475,clicked,
49939651,did_not_click,
45965771,clicked,
46100642,clicked,
1571765275,did_not_click,
46035269,did_not_click,
46035269,did_not_click,
48532766,clicked,
46387802,clicked,
50138694,clicked,
2258961352,clicked,
45999152,clicked,
46166304,did_not_click,
3017013942,clicked,bought_car
3017013942,clicked,
1195590782,did_not_click,
1958588945,clicked,
50187324,clicked,
50187324,clicked,
50187324,did_not_click,
50187324,clicked,
50187324,did_not_click,
50187324,clicked,
50187324,did_not_click,
50173440,clicked,
47692000,clicked,
3017165926,clicked,
42683553,clicked,
3017185368,did_not_click,
3017165251,did_not_click,
45911833,clicked,
45827804,clicked,
1195469462,clicked,
1195469462,did_not_click,
3396471538,clicked,
45815358,clicked,
50176631,clicked,bought_car
4044132820,did_not_click,
45793075,did_not_click,
45799300,did_not_click,
45799300,did_not_click,
45799300,did_not_click,
50122551,did_not_click,
1574503408,clicked,
42602139,did_not_click,
1195503477,did_not_click,
1875460174,did_not_click,
46122315,clicked,
2883797860,did_not_click,
50107564,clicked,
5248224877,clicked,
48553916,did_not_click,
50127424,clicked,
2259781660,did_not_click,
3080679998,clicked,
47733558,clicked,
1195492657,clicked,
1195492657,did_not_click,
1572038968,clicked,
6177737316,clicked,
46025750,did_not_click,
1379884029,did_not_click,
1379884029,did_not_click,
1379884029,did_not_click,
1379884029,clicked,
1379884029,did_not_click,
46215573,clicked,
42943845,did_not_click,
46162839,clicked,
3537173080,clicked,
46030615,did_not_click,
46030615,did_not_click,
46030615,did_not_click,
46030615,did_not_click,
2731670754,clicked,
48517318,clicked,
45977705,did_not_click,
6184201622,clicked,
3929568870,did_not_click,
3929568870,did_not_click,
42696726,clicked,
46003793,clicked,
4669762201,did_not_click,
46388402,clicked,
3079614995,clicked,
1571898377,did_not_click,
50107029,did_not_click,
50107029,clicked,
50107029,clicked,
45952678,did_not_click,
1875439752,did_not_click,
47618517,did_not_click,
42984666,did_not_click,
50123775,did_not_click,
50093373,did_not_click,
3017223609,did_not_click,
46036481,did_not_click,
46036481,clicked,bought_car
46096359,did_not_click,
1875030587,clicked,
1875030587,did_not_click,
1875030587,clicked,bought_car
46241527,did_not_click,
50197116,clicked,
42946663,clicked,
50172392,did_not_click,
46260329,did_not_click,
50144692,did_not_click,
50144692,did_not_click,
2731545862,clicked,
4042552897,clicked,
46040875,did_not_click,
2885151587,did_not_click,
43079933,clicked,
50087456,clicked,
50087456,did_not_click,
6173546178,did_not_click,
46037676,did_not_click,
46037676,clicked,bought_car
2881578269,clicked,
45903485,did_not_click,
50094534,did_not_click,
6185818454,did_not_click,
46140674,did_not_click,
1379885622,clicked,
46166547,clicked,
46219497,did_not_click,
1875225230,did_not_click,
43108017,did_not_click,
1574509506,did_not_click,
49902458,clicked,
45794346,clicked,
1875263976,clicked,
46030720,did_not_click,bought_car
46030720,did_not_click,bought_car
46030720,did_not_click,
46030720,did_not_click,
46030720,did_not_click,bought_car
46030720,did_not_click,
46030720,clicked,
46030720,clicked,
46077722,did_not_click,
6174714132,clicked,
46067766,clicked,
50131375,did_not_click,
50131375,did_not_click,
46175666,did_not_click,
1379890034,did_not_click,
1379890034,clicked,
1379890034,did_not_click,
1875218327,clicked,
46175904,did_not_click,
6186393931,clicked,
1875349041,clicked,bought_car
46201218,clicked,
1574565226,did_not_click,
6170128889,did_not_click,
6206315069,clicked,
6206315069,clicked,
6206315069,did_not_click,
1195505001,did_not_click,
46028742,clicked,
46188785,clicked,
1574857005,clicked,
1379921069,clicked,
5070276673,clicked,
42498390,did_not_click,
50131715,clicked,
50131715,did_not_click,
2260743582,did_not_click,
2260743582,clicked,
2260743582,clicked,
50196769,did_not_click,bought_car
46184780,did_not_click,
1571893897,did_not_click,
46246865,did_not_click,bought_car
46246865,did_not_click,bought_car
1571926781,clicked,
6173535870,clicked,
50194363,did_not_click,
50138374,did_not_click,
50138374,did_not_click,
50096618,clicked,
50122700,did_not_click,
46054461,clicked,bought_car
6174366306,clicked,
45887703,did_not_click,
45887703,clicked,bought_car
45887703,did_not_click,
45887703,did_not_click,
6179703589,clicked,
50187080,did_not_click,
50107762,did_not_click,
6173530139,did_not_click,
1875281688,clicked,
1875281688,clicked,
1875281688,clicked,
1875281688,clicked,
50113322,clicked,bought_car
50117383,clicked,
50170322,did_not_click,
46128268,clicked,
46030680,did_not_click,
46030680,did_not_click,
46030680,did_not_click,
46030680,clicked,
46030680,did_not_click,
46030680,did_not_click,
6173581247,clicked,
50111289,clicked,
45850178,clicked,
6186417481,clicked,
42973304,did_not_click,
46035546,did_not_click,
486822640,did_not_click,
1571799602,did_not_click,
3017204148,clicked,
46025992,did_not_click,
46025992,clicked,
50150577,clicked,
50150577,clicked,
1195406123,clicked,
3017040574,did_not_click,
50175007,did_not_click,
6172351273,clicked,
6172351273,did_not_click,
3017002029,did_not_click,
486821148,clicked,
46132536,clicked,
46119392,clicked,
2731557002,did_not_click,
46218638,did_not_click,
46077052,clicked,
46135537,clicked,
50136032,did_not_click,
46239635,clicked,
2260116890,clicked,
1195402910,did_not_click,
50205501,did_not_click,
50116398,did_not_click,
48551562,did_not_click,
1875367334,did_not_click,
3017175526,clicked,
1195650311,clicked,
1195650311,did_not_click,
46056352,clicked,
1571829555,did_not_click,
3397538761,clicked,
1570257485,clicked,
45830774,did_not_click,
45818797,did_not_click,
45993260,did_not_click,
45991722,clicked,
4040750716,did_not_click,
4040750716,did_not_click,
4040750716,clicked,
4040750716,clicked,
6206320163,clicked,
3017169941,clicked,
3017169941,clicked,
3081607628,did_not_click,
46226789,clicked,
47754756,did_not_click,
42961175,clicked,
6184374788,did_not_click,
45993746,did_not_click,
45915138,did_not_click,
1571838709,did_not_click,
46266755,did_not_click,
46266755,clicked,
46109378,did_not_click,
46039003,clicked,
45925385,did_not_click,
45925385,clicked,
4043801491,did_not_click,
4043801491,did_not_click,
46155897,did_not_click,
43008495,did_not_click,
45980550,did_not_click,
50132708,did_not_click,
47611200,did_not_click,
48516946,did_not_click,
46016957,clicked,
2258980943,did_not_click,
2259009854,clicked,
43104402,clicked,
46028768,did_not_click,
46028768,clicked,
46028768,did_not_click,
46033846,did_not_click,
1874927732,clicked,
46345613,clicked,
46244502,did_not_click,
46154703,did_not_click,
46154703,clicked,
46154703,did_not_click,
1574518318,did_not_click,
1574518318,clicked,
1574518318,clicked,bought_car
46200409,did_not_click,
3017224559,clicked,
6202807875,did_not_click,
2883372136,clicked,
45873451,did_not_click,
45873451,clicked,
45993174,did_not_click,
45993174,clicked,bought_car
89041082,did_not_click,
3017067359,did_not_click,
348059781,clicked,
3396549466,clicked,
46039967,clicked,
46039967,clicked,
47714028,clicked,
46030226,clicked,
46030226,did_not_click,
1874924300,clicked,
1875178865,clicked,
6186140078,did_not_click,
5070259186,clicked,
6186352708,clicked,
45942759,did_not_click,
2259742266,clicked,
2259742266,did_not_click,bought_car
2259742266,did_not_click,
50162397,clicked,
2260960260,did_not_click,bought_car
2260960260,did_not_click,
47699419,clicked,
45829047,did_not_click,
45829047,clicked,
43098191,clicked,
4669542718,clicked,
46270328,did_not_click,
46270328,clicked,
46270328,did_not_click,
46270328,clicked,
3396991050,clicked,bought_car
50111437,clicked,bought_car
46023978,did_not_click,
46023978,clicked,
1379967339,clicked,
48526807,clicked,
46232304,clicked,
2573236688,clicked,
43140999,did_not_click,
1574504800,clicked,
42924089,did_not_click,
45871370,clicked,
46068361,did_not_click,
50129535,did_not_click,
2260589041,clicked,
2259716640,clicked,
1875241228,clicked,
46025965,clicked,
1572045467,clicked,
46028028,did_not_click,
45964107,did_not_click,
47700717,clicked,
1571817419,did_not_click,
5323156938,did_not_click,bought_car
1573391566,did_not_click,
1573391566,clicked,
50111604,clicked,
6175999506,did_not_click,
6173564980,clicked,
6206336223,did_not_click,
50104551,did_not_click,
6171551640,clicked,
45930682,did_not_click,
2731524812,clicked,
3929611815,clicked,
46055485,did_not_click,
48538801,did_not_click,
48538801,clicked,
46044688,did_not_click,
1571891267,clicked,
1571891267,clicked,
45907138,clicked,
46027535,clicked,
42538176,clicked,
45969807,did_not_click,
46057157,did_not_click,
4040625511,did_not_click,
3397134840,did_not_click,
2885173814,clicked,
1571985947,did_not_click,
44993058,did_not_click,
1195656258,did_not_click,
1195656258,clicked,
50162628,clicked,
2884262582,clicked,
1571971956,clicked,
1571971956,did_not_click,
5895859557,clicked,
42586552,clicked,
2731611728,clicked,
50222739,did_not_click,
6179671621,did_not_click,
46031333,clicked,
46031333,did_not_click,
46031945,clicked,
46031945,clicked,
1571858168,did_not_click,
2890715254,clicked,
50102249,did_not_click,bought_car
50115159,did_not_click,
50115159,did_not_click,bought_car
45942787,did_not_click,
45828606,did_not_click,
46029164,clicked,
6186575515,did_not_click,
1875396555,clicked,
1874911077,clicked,
46225651,clicked,
4043030188,did_not_click,
50114093,clicked,
46000313,clicked,
486689662,did_not_click,
3017024938,did_not_click,
1875414188,clicked,
48543759,clicked,
43080207,clicked,
46184709,clicked,
42546469,clicked,
46092942,clicked,
46120733,clicked,
49824265,did_not_click,
46333115,clicked,
46184257,did_not_click,
2259924354,did_not_click,
42682395,did_not_click,
46032010,did_not_click,
46032010,clicked,
46032010,clicked,
48543442,clicked,
50114429,clicked,
50085903,did_not_click,
45922526,did_not_click,
45922526,clicked,
486822271,did_not_click,
46072695,did_not_click,bought_car
46165995,did_not_click,
50136076,clicked,bought_car
1875457473,clicked,
3080356263,did_not_click,
3080356263,clicked,
46254717,clicked,
6174377382,did_not_click,
1572877864,clicked,
1195650593,clicked,
1874928593,clicked,
1875458407,did_not_click,
1875458407,did_not_click,
45866690,did_not_click,
45866690,clicked,
45866690,clicked,
1195386440,clicked,
45915757,clicked,
1875313404,clicked,
46105307,clicked,
1334181784,clicked,
49888830,did_not_click,
45926244,did_not_click,
50111449,clicked,
1574513826,clicked,
1574513826,did_not_click,
48555682,clicked,
42622111,did_not_click,
1195650978,did_not_click,
1573486767,clicked,
1875297517,clicked,
42697435,clicked,
1571947052,clicked,
3017212363,did_not_click,
43014818,clicked,
1875013081,clicked,
3929583818,clicked,
1572001859,clicked,
6185048880,clicked,
46090053,did_not_click,
5070273648,did_not_click,
4669746431,clicked,
4669746431,did_not_click,
1571913973,clicked,
46042126,did_not_click,
45964575,clicked,
1572957166,did_not_click,
47659702,clicked,
46132397,clicked,
1571817398,did_not_click,
47685233,clicked,
1874916953,clicked,
46164540,did_not_click,
45666911,did_not_click,
6186331205,clicked,bought_car
127375461,clicked,
127375461,clicked,
127375461,did_not_click,
46024228,clicked,bought_car
46024228,did_not_click,
47631191,did_not_click,
48537653,clicked,
1195652499,did_not_click,
46221948,did_not_click,
45891607,clicked,
46086743,clicked,
46031571,clicked,
46035535,clicked,
46035535,clicked,
46035535,did_not_click,
6185756045,clicked,
6186109233,did_not_click,
46032301,did_not_click,
2259880908,clicked,
50084960,clicked,
1195368002,clicked,
6173548351,clicked,bought_car
6173548351,did_not_click,
6173548351,did_not_click,
6173548351,did_not_click,
50112499,did_not_click,
50112499,did_not_click,
4043473624,clicked,
49950370,clicked,
46028068,clicked,
46150325,did_not_click,bought_car
46150325,did_not_click,
46150325,did_not_click,
43121759,did_not_click,
3393284272,did_not_click,
46023808,clicked,
47653831,clicked,
6174375649,clicked,
46190837,clicked,
45929077,did_not_click,
42169659,did_not_click,
50094641,did_not_click,
1574567819,clicked,
1572010348,did_not_click,bought_car
46031831,clicked,
46031831,did_not_click,
46031831,did_not_click,
50168488,clicked,
46003126,clicked,
2572980900,did_not_click,
50098338,clicked,
49843487,did_not_click,
45922438,did_not_click,
47678618,did_not_click,
46036848,did_not_click,
46036848,did_not_click,
50210593,clicked,
46023019,clicked,
49839985,clicked,
45971105,clicked,
45950129,did_not_click,
46020209,did_not_click,
46271006,clicked,
1572020322,clicked,
1571811183,did_not_click,
1569870677,did_not_click,
1195652169,did_not_click,
1195652169,did_not_click,
46032169,did_not_click,
46271076,did_not_click,
46271076,did_not_click,
46271076,clicked,
47748640,clicked,
45983090,did_not_click,
48555562,did_not_click,
4669372563,did_not_click,
4669372563,clicked,bought_car
4669372563,did_not_click,
43054017,clicked,
46092863,did_not_click,
46092863,clicked,
46092863,did_not_click,bought_car
45813667,clicked,
45893705,clicked,
48080036,did_not_click,
47754397,did_not_click,
42930399,did_not_click,
2260991202,clicked,
46155975,did_not_click,
50128278,clicked,
50128278,did_not_click,
45897644,clicked,
46025466,did_not_click,
46025466,clicked,bought_car
46025466,did_not_click,
46025466,did_not_click,
46025466,did_not_click,
46025466,did_not_click,
46025466,did_not_click,
46025466,did_not_click,
2568725192,did_not_click,
3017169314,did_not_click,
47739518,did_not_click,
42978295,clicked,
1552872299,clicked,
3017222784,clicked,
50106297,did_not_click,
50106297,did_not_click,
46033352,clicked,
2883894635,did_not_click,
46067409,clicked,
6183630221,did_not_click,
50183750,did_not_click,
46111578,did_not_click,
5070213101,clicked,
49865950,clicked,
46026224,did_not_click,
46026224,clicked,
50109077,clicked,
3080479409,clicked,
45982312,clicked,
1569630007,clicked,
46160908,clicked,
2888712704,clicked,
46304188,did_not_click,
50130756,clicked,
5070256222,clicked,
50184023,did_not_click,
50116303,did_not_click,
6185314489,did_not_click,
1571927781,did_not_click,
42979803,clicked,
45820974,did_not_click,
6173107318,did_not_click,
1571986307,did_not_click,
747243515,did_not_click,
747243515,did_not_click,
1195651167,clicked,
46039861,clicked,
50171138,clicked,
49826555,did_not_click,
46038016,clicked,
50162454,did_not_click,
45902207,clicked,
6203358443,clicked,
50199907,did_not_click,
50199907,did_not_click,
3393999733,did_not_click,
46076313,did_not_click,
42615204,clicked,
6173562607,clicked,
45957053,clicked,
486691229,clicked,
49824633,clicked,
47673854,clicked,
1571867088,clicked,
43061314,clicked,
46165296,did_not_click,
46165296,did_not_click,
48528134,did_not_click,
45976364,clicked,
48085589,clicked,
49878046,clicked,
50091874,did_not_click,
1571844121,clicked,
